GyroX,GyroY,GyroZ,Thumb,Index,Middle,Ring,Pinky,Gesture
70,15,-12,16287,20595,10819,10915,10523,1
4,-7,-13,16565,20515,10700,10915,10535,1
-50,-15,8,16731,20515,10807,10891,10535,1
14,11,-6,16632,20495,10795,10915,10488,1
7,0,-6,16632,20515,10724,10915,10511,1
-6,1,-11,16615,20535,10700,10915,10499,1
-41,-29,-9,14007,20295,10795,10915,10488,1
-31,15,-7,13566,20275,10819,10879,10499,1
9,8,-3,14607,20157,10748,10903,10535,1
14,22,3,15350,20157,10771,10891,10511,1
8,10,2,15647,20157,10783,10879,10499,1
-3,25,6,15663,20117,10783,10915,10488,1
2,-6,0,15615,20098,10783,10879,10499,1
-1,-41,-3,14195,19960,10771,10891,10488,1
-12,-17,-10,13863,19863,10771,10891,10488,1
4,-9,-13,13693,19805,10771,10903,10488,1
3,3,-14,13594,19824,10879,10915,10499,1
-14,16,7,13566,19805,10867,10891,10488,1
-26,-17,-2,13538,19805,10771,10951,10499,1
-2,1,-9,13510,19766,10771,10879,10499,1
-14,-7,-4,13538,19824,10771,10891,10488,1
4,21,-14,13524,19824,10867,10891,10499,1
9,18,-3,13524,19805,10759,10879,10488,1
-33,-51,-19,13538,19785,10771,10915,10499,1
-1,13,-11,13524,19785,10771,10879,10488,1
15,9,-2,13538,19805,10771,10903,10488,1
12,25,-19,13693,19805,10867,10879,10488,1
-14,12,3,14021,19863,10879,10915,10488,1
29,-15,2,15319,19980,10771,10891,10488,1
8,-9,1,15900,19999,10771,10915,10488,1
10,25,-27,16060,20078,10771,10879,10499,1
-9,-10,5,15980,20058,10771,10891,10488,1
12,-12,-9,15900,19999,10748,10891,10488,1
-13,-17,-2,15868,20039,10771,10879,10488,1
9,-15,9,15900,20039,10771,10915,10488,1
-1,-8,-1,15932,20019,10771,10879,10488,1
-5,-9,1,15884,19999,10771,10879,10488,1
6,6,13,15900,20039,10771,10915,10441,1
-7,43,-34,15932,20019,10867,10879,10464,1
2,0,0,15900,19980,10771,10879,10476,1
-1,4,6,15932,20019,10748,10915,10488,1
8,-11,11,15900,19999,10867,10879,10488,1
-10,-46,5,15932,20019,10927,10963,10499,1
-119,-20,12,15932,19999,11024,10999,10499,1
-28,-13,7,15916,19999,11121,10999,10464,1
-13,-7,17,15868,20019,11157,10987,10488,1
-37,-5,-1,15789,20019,11478,10963,10488,1
-462,97,-7,15837,20039,11453,10987,10488,1
7,-2,-22,15837,20019,11416,10987,10476,1
36,54,-67,15837,19999,11416,10975,10476,1
-51,62,-75,15837,20039,11403,10975,10476,1
-18,-1,-25,15789,19999,11391,10963,10488,1
-41,-33,9,15789,19999,11403,10963,10488,1
-31,-7,-6,15773,20019,11453,10987,10488,1
-2,16,8,15741,20039,11453,10975,10499,1
-48,-14,17,15789,20019,11428,11012,10488,1
-44,-21,73,15900,20058,11255,11012,10511,1
-36,-79,39,16093,20157,11072,11036,10582,1
20,-55,8,16060,20157,11145,11024,10582,1
1,1,-1,16028,20117,11036,11036,10582,1
-7,9,-5,15964,20157,11036,11024,10558,1
31,7,-14,15980,20157,11036,11012,10582,1
31,13,-16,15964,20098,11133,11012,10582,1
2,2,3,15932,20098,11060,11012,10546,1
-33,10,7,15964,20078,11048,10975,10570,1
-62,4,-1,16044,20078,11133,10975,10535,1
-31,4,16,15996,20039,11157,10975,10535,1
-27,33,17,16238,20058,11036,10939,10511,1
23,17,36,16417,20019,10867,10927,10499,1
39,67,-5,16549,19999,10819,10915,10488,1
29,81,-8,16549,19960,10819,10915,10488,1
-17,-32,14,16681,19921,10831,10915,10488,1
27,-15,-4,17933,20058,10843,10915,10441,1
28,-53,6,18727,19999,10819,10891,10453,1
-31,-2,-9,19174,19960,10783,10915,10464,1
-7,-9,-2,19497,20058,10819,10915,10488,1
-16,-3,1,19231,19999,10843,10891,10488,1
9,11,-9,18931,19960,10843,10879,10488,1
0,15,-8,18709,19882,10831,10879,10453,1
6,9,0,18453,19843,10807,10879,10453,1
20,22,-13,18254,19843,10819,10879,10453,1
-3,41,3,18111,19805,10867,10891,10464,1
-91,-27,11,18093,19843,11072,10891,10488,1
15,-10,-2,17968,19843,11145,10891,10453,1
13,13,0,17933,19843,11157,10903,10453,1
-17,8,-8,17880,19921,11133,10915,10476,1
3,35,-2,17792,19999,11121,10891,10441,1
31,-5,4,17757,19960,11109,10879,10441,1
8,-13,-7,17704,19960,11121,10879,10499,1
-51,17,-21,17634,20019,11133,10915,10453,1
-5,39,7,17582,19941,11109,10915,10453,1
-15,-12,1,17513,19941,11182,10927,10464,1
-55,-26,-6,17495,19980,11121,10915,10453,1
-17,27,-17,17495,19941,11121,10927,10476,1
-11,7,-13,17426,19960,11121,10915,10464,1
0,23,-3,17426,19941,11121,10915,10441,1
9,-13,-3,17392,19960,11194,10915,10453,1
-26,-16,-26,17392,19941,11121,10915,10441,1
81,-51,-23,17392,19941,11109,10915,10441,1
-23,26,4,17704,19921,11121,10915,10453,1
19,-3,-1,18022,19921,11182,10927,10441,1
27,34,7,17915,19863,11170,10915,10464,1
8,-19,3,17792,19863,11109,10915,10464,1
11,-11,18,17757,19882,11182,10915,10453,1
10,2,-1,17704,19843,11194,10927,10476,1
2,27,-2,17704,19921,11121,10927,10453,1
-10,29,-4,17704,19882,11133,10927,10441,1
11,11,-7,17669,19863,11133,10915,10441,1
-36,-5,-1,17669,19863,11121,10915,10441,1
-4,-6,1,14577,10186,33991,27581,24058,2
-27,8,10,14518,10186,33887,27581,24058,2
-13,-24,6,14488,10186,33921,27581,24058,2
7,3,-3,14503,10163,33921,27581,24081,2
-1,15,1,14503,10197,33921,27554,24105,2
-10,8,-13,14518,10163,33956,27581,24058,2
-36,16,17,14503,10163,33887,27554,24318,2
-2,-12,1,14488,10163,33887,27581,24129,2
56,2,-29,14429,10163,33991,27527,24129,2
29,-4,-18,14444,10152,33887,27527,24129,2
-10,-12,24,14429,10140,33921,27499,24105,2
78,-14,-33,14532,10163,33887,27472,24129,2
1,-4,-13,14503,10129,33887,27499,24058,2
-41,-7,22,14547,10129,33887,27527,24129,2
-19,7,8,14458,10152,33887,27472,24129,2
-1,9,7,14562,10140,33887,27527,24081,2
1,-31,15,14666,10152,33852,27472,24152,2
30,-5,15,14607,10140,33887,27418,24129,2
-16,-27,35,14532,10129,33817,27499,24129,2
22,16,-13,14488,10129,33887,27499,24129,2
-45,8,17,14488,10117,33921,27445,24105,2
-28,36,20,14562,10106,33921,27472,24058,2
41,41,-17,14607,10071,34026,27472,24058,2
-58,3,31,14547,10083,34060,27418,23987,2
26,45,-54,14488,10071,34026,27391,23987,2
-1,13,-18,14444,10060,33956,27418,23964,2
26,20,-11,14429,10071,33956,27364,23940,2
34,-25,-4,14385,10071,33887,27391,23917,2
-22,-2,-15,14326,10049,33783,27391,23940,2
0,7,-4,14297,10060,33748,27256,23917,2
-12,-10,-6,14268,10071,33748,27283,23847,2
-13,17,5,14297,10071,33748,27337,23870,2
10,18,-15,14253,10049,33714,27310,23870,2
-23,-4,4,14253,10071,33714,27283,23847,2
-22,0,8,14311,10060,33679,27337,23847,2
-46,-20,23,14385,10071,33679,27283,23847,2
29,-11,-14,14385,10071,33645,27283,23847,2
50,-7,-25,14488,10071,33576,27283,23894,2
20,-14,16,14607,10071,33611,27256,23847,2
52,-125,0,14607,10071,33542,27256,23870,2
-10,-25,10,14488,10071,33405,27229,23847,2
8,-34,-4,14429,10140,33439,27256,23870,2
16,-56,-3,14385,10174,33439,27202,23800,2
38,0,-5,14429,10163,33439,27202,23847,2
25,-1,9,14429,10174,33439,27202,23894,2
63,-24,-13,14414,10163,33439,27229,23894,2
-19,-21,-5,14385,10129,33371,27229,23917,2
-6,-28,15,14429,10129,33371,27229,23870,2
31,-41,-6,14385,10106,33337,27229,23870,2
-7,-38,-5,14385,10094,33337,27229,23870,2
-32,1,0,14370,10106,33303,27202,23870,2
28,-8,3,14414,10083,33236,27202,23917,2
-7,1,6,14385,10071,33168,27175,23894,2
-12,12,7,14385,10094,33168,27175,23870,2
-9,-3,1,14429,10094,33100,27148,23870,2
27,-13,-10,14385,10071,33100,27202,23870,2
-3,9,-7,14326,10083,33033,27148,23847,2
-18,-11,0,14385,10083,33067,27175,23847,2
0,-5,1,14385,10071,33033,27175,23894,2
6,1,-4,14311,10094,33033,27202,23847,2
-2,-68,16,14268,10083,32966,27175,23870,2
-32,-45,9,14253,10094,32799,27148,24129,2
-6,-39,2,14195,10083,32799,27122,24390,2
-30,-10,-4,14122,10083,32765,27068,24152,2
27,7,-3,14108,10071,32765,27122,24058,2
15,11,-12,14079,10083,32732,27095,24034,2
22,3,-8,13992,10083,32633,27041,23964,2
11,4,-4,13978,10083,32599,27015,24011,2
9,10,-4,14050,10383,32566,27041,23964,2
54,-63,17,14577,10094,32732,27041,23987,2
30,-2,-8,14636,10083,32666,26988,23940,2
-22,6,-3,14151,10071,32599,26961,23940,2
-2,4,-8,13454,10083,32566,26961,23917,2
9,-8,-7,12864,10037,32566,26935,23917,2
5,-11,2,12543,10037,32599,26935,23870,2
18,8,-9,12320,10049,32633,26882,23847,2
-34,6,11,12112,10026,32533,26829,23777,2
-25,-12,-2,11830,10003,32402,26723,23684,2
-24,-5,-4,11678,10348,32238,26618,23684,2
-28,22,-1,11565,10037,32238,26566,23615,2
91,66,-48,11578,10037,32205,26513,23661,2
-21,-4,-47,11565,10026,32173,26513,23569,2
-80,-42,-29,11553,10037,32140,26409,23522,2
9,-23,-7,11528,10037,32108,26409,23499,2
-11,7,-38,11553,10037,32108,26409,23499,2
1,12,-18,11553,10026,31978,26409,23477,2
0,12,16,11528,10049,32043,26357,23499,2
-8,10,0,11528,10037,32043,26409,23499,2
7,-21,8,11528,10026,31978,26331,23431,2
5,2,-3,11503,10049,31978,26357,23431,2
14,-11,7,11478,10026,31978,26357,23431,2
21,-16,-5,11478,10026,32010,26331,23431,2
4,-4,2,11478,10026,32010,26357,23477,2
8,28,3,11503,10348,31978,26331,23431,2
11,12,2,11515,10026,31946,26331,23431,2
1,8,1,11515,10037,31913,26253,23454,2
-3,-12,5,11540,10014,31881,26253,23431,2
32,-6,7,11665,10026,31881,26202,23431,2
8,-15,10,11678,10348,31817,26202,23431,2
3,-8,5,11653,10026,31752,26176,23431,2
-12,-10,24,11603,10049,31785,26176,23431,2
23,-24,-8,11565,10049,31752,26124,23431,2
20,-10,2,11578,10037,31720,26176,23431,2
18,-9,1,11578,10037,31720,26124,23431,2
18,-16,-10,11603,10049,31785,26150,23385,2
13,-4,-3,11578,10049,31720,26124,23431,2
21,-2,-1,11565,10026,31720,26124,23316,2
34,-10,-9,11653,10037,31720,26150,23431,2
4,12,-1,11653,10037,31688,26150,23431,2
-23,5,-2,11603,10325,31785,26202,23477,2
2,-6,-1,11653,10049,31913,26279,23569,2
42,14,-18,11741,10026,31881,26357,23661,2
-13,-16,4,11855,10026,32010,26566,24247,2
14,-38,40,12073,10049,32369,27283,25216,2
9,45,2,12280,10037,32832,28245,26829,2
-21,7,11,12438,10026,33100,29071,27691,2
8,6,8,12583,10071,33405,29333,27364,2
-30,32,6,12490,10049,33033,28840,27041,2
20,45,-2,12398,10037,32966,28498,26723,2
-22,-42,-8,12424,10049,32899,28442,26618,2
13,11,0,12411,10037,32765,28245,26461,2
13,0,-2,12424,10060,32666,28133,26383,2
4,-10,-4,12424,10037,32666,28133,26331,2
17,-17,4,12438,10037,32666,28133,26331,2
11,-16,3,12451,10037,32633,28133,26331,2
0,28,-2,12477,10037,32566,28105,26228,2
12,-8,12,12438,10049,32533,28077,26305,2
62,18,-10,12477,10049,32533,28077,26331,2
14,-39,7,12636,10359,32435,28049,26487,2
15,-28,-12,12918,10049,32303,27911,26513,2
28,-90,20,13849,10117,32271,27883,26513,2
-11,12,-8,14224,10117,32303,27800,26566,2
-14,34,-21,14151,10117,32173,27828,26513,2
18,-63,2,14036,10117,31978,27691,26487,2
-28,-74,37,14064,10117,31624,27391,26566,2
3,-68,14,13906,10117,31213,27068,26409,2
-47,-95,19,13863,10406,30962,26961,26305,2
-44,9,2,13906,10117,30776,26749,26202,2
-4,-22,23,13906,10117,30715,26749,26124,2
13,-25,13,13821,10117,30653,26723,26099,2
-9,-36,28,13778,10140,30684,26644,25996,2
0,-2,-17,13764,10129,30715,26644,25920,2
-18,-10,14,13735,10129,30715,26618,25869,2
19,-58,9,13580,10117,30745,26435,25591,2
65,14,-10,13552,10117,30715,26435,25515,2
40,-53,21,13679,10117,30438,26409,25591,2
13,-21,-8,13749,10129,30286,26305,25616,2
-31,15,-13,13693,10117,30165,26202,25591,2
57,4,-14,13693,10140,30105,26150,25591,2
17,-6,8,13622,10117,30105,26099,25490,2
1,3,-2,13580,10117,30075,26124,25490,2
-2,26,-3,13594,10117,30015,26099,25490,2
16,-16,-14,13580,10117,30045,26099,25415,2
9,-16,17,13566,10117,29984,26073,25390,2
15,-43,13,13510,10117,30075,26022,25341,2
-10,-14,-9,13412,10117,30045,26073,25341,2
-10,2,-2,13232,10117,30045,26022,25291,2
-40,46,-10,12267,10094,30015,26022,25241,2
-11,18,0,11553,10071,30165,25996,25192,2
-24,38,3,11341,10049,30226,25945,25142,2
-14,20,3,11255,10071,30165,25920,25044,2
4,-17,0,11231,10359,30135,25818,25044,2
2,-9,5,11206,10049,30165,25843,24946,2
0,-17,-1,11206,10071,30165,25843,24946,2
-15,4,6,11170,10049,30105,25818,24995,2
-13,9,31,11255,10037,30105,25818,24921,2
1,-1,-14,11157,10071,30015,25742,24824,2
-15,1,-1,11109,10071,29984,25717,24848,2
9,-9,1,11109,10371,29984,25717,24799,2
20,-33,2,11084,10071,29955,25691,24824,2
11,10,12,11060,10049,29984,25717,24799,2
32,-28,-19,11036,10071,29984,25717,24775,2
-10,9,-3,11060,10049,29984,25691,24799,2
3,18,-2,11012,10037,30045,25691,24751,2
-11,14,7,11012,10037,29984,25691,24751,2
-37,34,-20,11072,10049,30015,25691,24727,2
10,4,-4,11072,10037,29955,25691,24727,2
18,27,25,11072,10049,29984,25641,24630,2
8,-9,-2,11060,10049,29746,25666,24630,2
-7,8,-11,11012,10037,29686,25641,24630,2
12,15,0,10975,10026,29657,25666,24606,2
-6,15,-5,10963,10037,29657,25641,24606,2
-9,4,1,10927,10348,29657,25591,24582,2
-24,17,4,10927,10049,29686,25616,24534,2
-22,8,0,10879,10037,29716,25641,24534,2
-30,1,-14,10819,10049,29746,25641,24510,2
-13,5,-6,10771,10026,30105,25591,24510,2
69,-92,36,11072,10049,30226,25616,24510,2
22,-51,31,12124,10026,30256,25717,24582,2
-42,-17,10,13013,10037,30105,25793,24702,2
39,-78,13,13315,10071,30105,25843,24702,2
20,-12,5,13580,10071,30105,25894,24824,2
17,-80,26,13594,10060,30045,25818,24897,2
46,-46,12,13636,10071,29865,25793,24824,2
3,7,6,13566,10037,29775,25691,24727,2
0,-1,-18,13566,10037,29627,25440,24606,2
27,46,-43,13371,10049,29274,25266,24438,2
28,-25,-15,13343,10359,29042,25192,24414,2
81,-7,-35,13260,10071,28927,25093,24342,2
4,4,-5,13150,10083,28840,25044,24271,2
-10,49,-15,13068,10083,28840,24995,24271,2
13,30,-13,13040,10071,28783,25044,24247,2
18,46,-64,12959,10071,28840,24995,24247,2
-5,-33,3,12864,10071,28927,24970,24152,2
19,2,16,12864,10071,28812,24970,24223,2
-42,45,-15,12837,10071,28812,24946,24176,2
17,-1,1,12797,10071,28812,24921,24129,2
38,-29,14,12770,10071,28726,24921,24129,2
-25,26,-10,12743,10071,28754,24921,24105,2
12,-13,7,12743,10071,28783,24946,24129,2
-4,-14,-1,12783,10071,28840,24946,24129,2
-5,35,-7,12743,10071,28812,24921,24129,2
-24,24,11,12756,10071,28840,24897,24081,2
19,-22,-23,12743,10071,28840,24897,24129,2
-9,45,-6,12743,10060,28869,24921,24129,2
-15,39,-33,12703,10071,28812,24946,24129,2
22,-17,6,12703,10083,28869,24897,24034,2
-82,0,-13,12716,10083,28812,24897,24058,2
15,30,-17,12743,10071,28812,24897,24058,2
4,34,-47,12770,10060,28984,24897,24058,2
21,54,-28,12756,10117,29274,24897,24081,2
0,5,13,12730,10129,29216,24848,24081,2
7,5,-12,12676,10117,29071,24848,24058,2
21,-11,6,12690,10117,28840,24897,24034,2
-28,15,-10,12649,10117,28640,24848,24058,2
-35,-45,12,12649,10117,28612,24824,23987,2
-69,-18,-1,12530,10094,28754,24824,23964,2
-18,-1,9,12009,10049,28927,24824,23894,2
-57,-16,13,11416,10348,29042,24824,23894,2
-36,-7,5,11060,10026,29129,24799,23777,2
18,-23,10,10963,10336,28984,24727,23569,2
22,-31,6,10963,10026,28869,24630,23477,2
10,-8,14,10927,10026,28583,24462,23294,2
25,30,-1,10915,10026,28583,24366,23203,2
-8,32,3,10867,10026,28527,24271,23067,2
10,0,7,10831,10026,28527,24247,23022,2
-4,2,11,10819,10026,28470,24247,23044,2
-3,3,17,10748,10026,28498,24223,23022,2
-23,-6,21,10700,10003,28414,24223,22977,2
18,-13,1,10676,10026,28357,24247,23044,2
4,-18,16,10641,10026,28414,24318,23090,2
10,-18,2,10594,10026,28385,24630,23615,2
11,-47,20,10499,10003,28498,25019,24247,2
58,-131,16,10476,10026,28527,25490,25691,2
5,-92,7,10441,10003,28612,25691,26618,2
148,-10,-9,10406,10014,29071,26409,27527,2
31,-4,-2,10371,10026,29450,26644,27911,2
14,-3,8,10325,10026,29746,26592,27773,2
46,36,-12,10325,10026,29627,26644,27800,2
3,30,-16,10325,10325,29597,26566,27691,2
16,52,-15,10325,9969,29538,26566,27581,2
23,15,-3,10336,10014,29538,26513,27527,2
7,14,0,10313,10003,29568,26435,27391,2
13,25,-15,10313,10003,29597,26435,27310,2
-15,54,-30,10301,10003,29627,26461,27283,2
-9,3,4,10301,10014,29657,26461,27283,2
-2,8,-4,10325,10003,29686,26461,27256,2
3,-4,4,10313,10026,29716,26383,27148,2
8,2,0,10301,10014,29657,26409,27095,2
-7,7,3,10301,10003,29686,26305,26961,2
-4,-12,2,10301,9980,29657,26305,26988,2
-6,-1,-6,10301,10003,29657,26228,26935,2
0,33,-3,10301,10325,29657,26305,26935,2
14,-12,27,10290,10014,29657,26253,26829,2
-1,16,-17,10301,10026,29657,26202,26829,2
-9,20,-4,10278,10026,29657,26202,26776,2
-24,3,5,10278,10003,29627,26202,26749,2
-11,7,-7,10278,10003,29627,26228,26723,2
-13,-8,5,10267,10026,29627,26202,26670,2
17,14,4,10301,10014,29627,26150,26618,2
-19,28,1,10301,10026,29627,26202,26592,2
-42,-6,-1,10278,10026,29925,26124,26539,2
-30,36,0,10267,10026,30015,26099,26435,2
-15,-11,28,10290,10026,30165,26099,26253,2
-24,-38,14,10278,10026,30286,26047,26022,2
-11,-6,10,10290,10003,30195,25996,25742,2
13,9,3,10290,10026,30256,25894,25666,2
5,27,1,10290,10026,30195,25894,25591,2
7,1,6,10278,10026,30195,25894,25616,2
-55,22,-28,10383,10026,30286,25869,25565,2
-12,-6,0,10535,10026,30438,25818,25440,2
-72,5,-24,10653,10014,30377,25793,25241,2
-35,-26,-76,10927,10014,30408,25742,24970,2
-75,9,-40,10891,10003,30622,25666,24799,2
23,5,-12,10819,10014,30499,25540,24654,2
0,14,6,10771,10026,30530,25565,24606,2
24,7,10,10724,9980,30469,25515,24534,2
-4,26,-13,10700,10026,30408,25540,24534,2
7,-6,0,10700,10026,30408,25540,24534,2
-7,-1,3,10664,10026,30408,25490,24510,2
-15,27,4,10629,10003,30377,25515,24510,2
2,7,5,10629,10026,30286,25490,24486,2
20,10,24,10629,10003,30317,25490,24606,2
-1,-12,2,10605,10003,30408,25490,24510,2
11,25,-7,10594,10026,30499,25465,24510,2
46,-7,-20,10594,10026,30347,25415,24486,2
26,-18,-14,10605,10026,30377,25440,24462,2
-6,24,22,10582,10003,30408,25415,24462,2
2,21,1,10582,10026,30408,25440,24438,2
6,24,-1,10558,10003,30408,25390,24414,2
21,-18,7,10594,10003,30408,25390,24751,2
-1,-4,-7,10594,10026,30347,25390,24606,2
-9,-8,-2,10582,10026,30408,25341,24606,2
0,5,-9,10582,10026,30377,25365,24606,2
-6,6,11,10546,10325,30408,25390,24534,2
38,7,-14,10535,10026,30408,25341,24558,2
16,-21,3,10546,10313,30377,25316,24558,2
-4,-3,-18,10535,10037,30347,25390,24534,2
62,-6,-25,10535,10325,30377,25341,24510,2
-16,6,-11,10546,10026,30377,25316,24534,2
20,-1,-14,10535,10336,30377,25341,24462,2
2,10,-5,10546,10026,30408,25316,24510,2
25,-19,2,10535,9980,30377,25341,24462,2
20,-6,-14,10535,10026,30438,25341,24462,2
14,5,-6,10523,10037,30408,25341,24462,2
22,-8,6,10535,10026,30438,25291,24510,2
-7,-10,9,10523,10026,30347,25316,24534,2
1,3,0,10535,10037,30347,25291,24462,2
-15,18,-1,17634,10049,10783,33168,30256,3
-4,1,5,17582,10049,10903,32932,30165,3
5,5,-10,17565,10071,10891,32866,30045,3
-21,18,5,17547,10071,10891,32765,30045,3
11,-1,-20,17495,10037,10903,32633,30045,3
9,8,-7,17461,10049,10783,32566,30165,3
29,25,-6,17443,10049,10903,32500,30347,3
15,-35,-9,17426,10049,10783,32435,30377,3
8,13,8,17374,10037,10915,32402,30377,3
24,-37,16,17357,10071,10795,32303,30286,3
-16,-19,5,17357,10049,10795,32205,30226,3
7,40,-16,17306,10071,10783,32140,30135,3
80,17,-50,17101,10049,10783,32043,30075,3
34,-21,-19,17050,10060,10795,32010,29895,3
2,18,9,17084,10049,10795,31913,29627,3
-36,-6,-5,17084,10071,10867,31785,29538,3
59,-56,-55,17237,10106,11012,31720,29216,3
-31,7,8,17323,10106,11060,31720,28955,3
19,15,-19,17513,10163,11206,31624,28927,3
83,-5,-62,17652,10140,11268,31593,28812,3
-41,-10,0,17845,10163,11268,31561,28414,3
30,-7,-16,18004,10186,11280,31465,28329,3
-43,-1,7,18004,10163,11268,31307,28245,3
-36,-3,14,17845,10163,11268,31276,28161,3
15,17,8,17774,10163,11255,31244,28133,3
10,21,-19,17722,10163,11255,31087,28022,3
24,52,-29,17669,10140,11243,31087,28022,3
34,17,-7,17617,10163,11206,31087,27911,3
11,70,-32,17565,10140,11231,31025,27828,3
79,68,18,17443,10174,11194,30994,27800,3
-97,-284,165,17513,10163,11182,30900,27856,3
28,43,-75,17426,10129,11121,30900,27800,3
27,179,-65,17306,10140,11170,30838,27691,3
115,319,-96,17152,10117,11109,30807,27691,3
93,231,-39,16949,10117,11170,30838,27581,3
33,32,17,16882,10117,11072,30838,27581,3
66,64,-1,16882,10117,11084,30715,27472,3
22,8,24,16831,10129,11060,30745,27527,3
17,48,-27,16831,10117,11060,30715,27445,3
-72,18,-16,16831,10418,11060,30715,27472,3
-28,61,-9,16831,10117,11060,30684,27391,3
33,65,9,16831,10117,11060,30591,27391,3
-34,-5,-19,16698,10106,11145,30591,27283,3
-18,16,6,16715,10106,11060,30561,27310,3
7,8,-6,16681,10117,11157,30530,27283,3
8,18,-15,16715,10129,11048,30561,27256,3
16,-14,-22,16698,10117,11121,30469,27256,3
-10,-3,10,16731,10117,11060,30469,27256,3
-30,-64,22,16665,10117,11170,30469,27148,3
-22,-48,21,16731,10418,11109,30408,27148,3
-39,-56,33,17016,10106,10975,30469,27095,3
29,-15,5,17033,10106,10915,30438,26961,3
11,-7,15,16949,10071,10891,30408,26935,3
9,5,0,17050,10394,10867,30408,26855,3
-45,1,17,16915,10071,10867,30377,26882,3
-1,21,-19,16815,10083,10987,30347,26802,3
52,-77,15,16681,10083,11012,30377,26723,3
152,-163,42,16352,10106,10867,30408,26723,3
-53,-21,-4,16206,10140,10831,30347,26670,3
-7,-2,-13,16238,10278,10927,30286,26644,3
50,3,-10,16238,10186,10795,30165,26644,3
-10,26,-2,16093,10174,10903,30105,26644,3
-7,13,10,16125,10163,10771,30105,26618,3
-3,3,3,16157,10163,10891,30075,26566,3
-13,18,-4,16125,10163,10783,29984,26566,3
-22,7,2,16125,10163,10771,30015,26566,3
15,-17,-4,16173,10140,10748,29984,26566,3
10,9,3,16157,10140,10748,29984,26566,3
-25,-11,0,16157,10429,10748,29984,26618,3
-4,-40,-2,16189,10174,10771,29925,26513,3
58,-127,23,16549,10523,10783,29865,26566,3
13,-36,20,17392,10464,10951,29865,26461,3
16,16,5,17774,10535,10867,29865,26487,3
-6,34,-4,17722,10546,10867,29775,26566,3
29,3,-9,17600,10558,10867,29657,26487,3
46,-2,-9,17565,10535,10867,29805,26487,3
15,10,18,17915,10546,10867,29775,26435,3
21,24,-4,18417,10582,10891,29686,26435,3
-17,32,-3,18562,10594,10999,29716,26513,3
2,8,-3,18344,10570,10891,29746,26513,3
-1,28,-7,18075,10558,10987,29657,26513,3
-3,16,-1,17986,10676,10867,29568,26461,3
2,21,4,17652,10523,10951,29597,26383,3
28,-21,11,17565,10464,10819,29568,26357,3
42,28,2,17461,10348,10783,29391,26253,3
-2,29,-5,17374,10348,10795,29333,26305,3
10,30,-26,17289,10313,10903,29421,26202,3
-30,-6,7,17152,10301,10903,29333,26279,3
-15,2,-1,17084,10301,10783,29216,26253,3
14,40,-5,17033,10301,10795,29274,25996,3
-17,-16,1,17254,10313,10903,29391,25920,3
-27,-3,-7,17357,10301,10795,29274,25945,3
